Singapore,France,2013,,200,?,ASTER-30,SAM,200,?,2017;2018,New,For SAMP/T SAM system,1,200,200;;;;;;;;;;;;;
Singapore,France,2016,,18,?,H725 Caracal,transport helicopter,18,?,2021;2022;2023,New,H225M version;incl for SAR and CSAR,8,144,144;;;;;;;;;;;
Singapore,France,2013,,8,,VL-MICA-M,naval SAM system,8,,2017;2018;2019,New,For 8 LMV (Independence) corvettes produced in Singapore,5,40,40;;;;;;;;;;;;
Singapore,France,2013,?,150,?,MICA,long-range air-to-air missile,150,?,2017;2018;2019,New,For VL-MICA SAM system on 8 LMV (Independence) corvettes,0.4,60,60;;;;;;;;;;;;
Somalia,France,2015,,13,,Bastion,armoured personnel carrier,13,,2016,New,Financed by USA,0.16,2.08,2.08;;;;;;;;;;;;;;
South Korea,France,2022,,210,?,EC155,helicopter,1,?,2024,New,Armed version;produced under licence in South Korea as LAH,3.75,787.5,3.75;;;;;;;;;;;;;
South Korea,France,2015,?,4,,ship engine,ship engine,4,,2021,New,SEMT-Pielstick 16PC2.5 (8000hp) diesel engine for 1 Dokdo amphibious assault ship produced in South Korea,2.5,10,10;;;;;;;;;;;;;;
South Korea,France,2013,,8,,FLASH,anti-submarine sonar,8,?,2016,New,For 8 AW-159 anti-submarine helicopters from United Kingdom,2,16,16;;;;;;;;;;;;;;
South Korea,France,2016,,4,,A-330 MRTT,tanker/transport aircraft,4,,2019,New,'KC-X' programme;delivered via Spain,98,392,392;;;;;;;;;;;;;
South Korea,France,2011,?,2,,Falcon-2000,transport aircraft,2,?,2017,New,Falcon-2000S version for modification in South Korea to SIGINT aircraft,17.25,34.5,34.5;;;;;;;;;;;;;;
Spain,France,2019,,16,,NH-90 TTH,transport helicopter,1,,2024,New,Part of EUR1.5 b deal (incl 7 NH-90 TTH version from Germany; incl production under licence in Spain);Spanish designation HT-29;delivery planned 2024-2028,7,112,7;;;;;;;;;;;
Spain,France,2016,?,3,,AS-532 Cougar,transport helicopter,3,,2017;2018,New,H215 version;for SAR,7.25,21.75,21.75;;;;;;;;;;;;
Spain,France,2003,,24,,EC-665 Tiger,combat helicopter,18,?,2014;2015;2016;2017;2018;2020,New,EUR1.4 b deal;incl 6 HAP and 18 HAD versions;incl production under licence of 18 in Spain,11.5,276,207;;;;;;;
Spain,France,2015,?,2,,AS-532 Cougar,transport helicopter,2,?,2016;2017,Second hand,Second-hand;AS-332C version,2.9,5.8,5.8;;;;;;;;;;;;
Spain,France,2016,,1,,AS-532 Cougar,transport helicopter,1,,2016,New,H215 version;for SAR,7.25,7.25,7.25;;;;;;;;;;;;;
Spain,France,2005,,22,,NH-90 TTH,transport helicopter,22,?,2014;2015;2016;2017;2018;2019;2020;2021;2022,New,EUR1.3 b deal; most assembled/produced under licence in Spain;Spanish designation HT-29 and HD-29,7,154,154;;;;
Spain,France,2020,,91,,Mistral,portable SAM,91,,2022,Second hand,Probably second-hand;EUR43 m deal;Mistral-3 version,0.04,3.28,3.28;;;;;;;;;;;;
Sri Lanka,France,2014,?,4,,ship engine,ship engine,4,,2017;2018,New,SEMT-Pielstick PA-6-20V (12200hp) diesel engine;for 2 Samarth (Sayurai) patrol ships from India,4,16,16;;;;;;;;;;;;
Sweden,France,2001,,13,,NH-90 TTH,transport helicopter,8,?,2014;2015;2016;2017;2018;2019,New,Part of $660 m deal (most assembled in Finland;offsets 100% incl $220 m production of components in Sweden for 200 NH-90);NH-90TTT version; incl for SAR;Swedish designation Hkp-14E,7,91,56;;;;;
Sweden,France,2001,?,5,,FLASH,anti-submarine sonar,5,?,2015;2016;2017,New,FLASH-S version for 5 NH-90 anti-submarine helicopters from Germany,2,10,10;;;;;;;;;;;;
Sweden,France,2023,,1,,Learjet-60,light transport aircraft,1,,2023,Second hand,Second-hand;for testing of aircraft systems,3.3,3.3,3.3;;;;;;;;;;;;;
Tanzania,France,2017,,2,,H725 Caracal,transport helicopter,2,,2018,New,H225 version,8,16,16;;;;;;;;;;;;;;
Tanzania,France,2017,,4,,AS-532 Cougar,transport helicopter,4,?,2020;2021,New,H215 version;probably from Romanian production line,7.25,29,29;;;;;;;;;;;;
Tanzania,France,2017,,8,,AS-350/AS-550 Fennec,light helicopter,4,?,2018;2020;2021,New,H125 version,0.9,7.2,3.6;;;;;;;;;;;;
Thailand,France,2016,?,1,,VL-MICA,SAM system,1,,2018,New,,25,25,25;;;;;;;;;;;;;;
Thailand,France,2011,,8,,AS-350/AS-550 Fennec,light helicopter,4,?,2014,New,THB1.6 b ($52 m) deal;AS-550C3 version,0.9,7.2,3.6;;;;;;;;;;;;;
Thailand,France,2021,?,12,,LG1 105mm,towed gun,12,?,2023,New,THB834 m ($24 m) deal;LG1 Mk-3 version,0.6,7.2,7.2;;;;;;;;;;;;;
Thailand,France,2016,,50,?,MICA,long-range air-to-air missile,50,?,2018,New,For VL-MICA SAM system,0.4,20,20;;;;;;;;;;;;;;
Thailand,France,2016,,2,,H725 Caracal,transport helicopter,2,,2018,New,H225M version,8,16,16;;;;;;;;;;;;;;
Thailand,France,2014,,2,,H725 Caracal,transport helicopter,2,,2016,New,H225M version,8,16,16;;;;;;;;;;;;;;
Thailand,France,2012,,4,,H725 Caracal,transport helicopter,4,,2015,New,THB4 b ($128 m) deal;for SAR,8,32,32;;;;;;;;;;;;;
Thailand,France,2018,,4,,H725 Caracal,transport helicopter,4,,2021,New,H225M version,8,32,32;;;;;;;;;;;;;;
Thailand,France,2019,,4,,ship engine,ship engine,4,,2023,New,SEMT-Pielstick 16-PC-2.6V400 (11750hp) diesel engine for 1 Type-071E (Chang) amphibious assault ship from China;from Chinese production line,4,16,16;;;;;;;;;;;;;
Togo,France,2013,,30,,Bastion,armoured personnel carrier,30,,2014,New,,0.16,4.8,4.8;;;;;;;;;;;;;;
Togo,France,2013,,2,,RPB-33,patrol boat,2,,2014,New,Togolese designation Agou,5,10,10;;;;;;;;;;;;;;
Togo,France,2016,,4,,SA-342 Gazelle,light helicopter,4,?,2019;2020,Second hand,Second-hand but modernized before delivery;EUR20 m deal;SA-342M version,0.34,1.36,1.36;;;;;;;;;;;
Tunisia,France,2015,?,13,?,VAB Mk-3,armoured personnel carrier,13,?,2016;2017,New,Incl for police,0.4,5.2,5.2;;;;;;;;;;;;;
Tunisia,France,2015,,4,,ACMAT APC,armoured personnel carrier,4,,2016,New,Financed by USA;Bastion version,0.16,0.64,0.64;;;;;;;;;;;;;
Tunisia,France,2015,?,4,,Bastion,armoured personnel carrier,4,,2016,New,Financed by USA,0.16,0.64,0.64;;;;;;;;;;;;;;
Turkiye,France,2002,,15,,Ocean Master,maritime patrol aircraft radar,9,?,2014;2020;2021;2022;2023,New,Part of $400 m deal; part of 'Meltem' programme;for 9 CN-235MPA maritime patrol aircraft from Spain and 6 ATR-72 maritime patrol aircraft from Italy,2.5,37.5,22.5;;;;;;;;
Turkmenistan,France,2012,?,28,?,Mistral,portable SAM,8,?,2017,New,For Simbad-RC SAM system on P-1200 OPV,0.09,2.52,0.72;;;;;;;;;;;;;;
Turkmenistan,France,2019,?,1,,VL-MICA,SAM system,1,,2021,New,For 1 C-92 (Turkmen) frigate from Turkiye,25,25,25;;;;;;;;;;;;;;
Turkmenistan,France,2019,?,25,?,MICA,long-range air-to-air missile,25,?,2021,New,For VL-MICA SAM system on C-92 (Turkmen) frigate,0.4,10,10;;;;;;;;;;;;;;
UAE,France,2017,?,2,?,CAPTAS-1,anti-submarine sonar,2,?,2020;2021,New,Containerized version for use on several ships,7.5,15,15;;;;;;;;;;;;;
UAE,France,2005,,2,,Baynunah,corvette,2,,2016;2017,New,AED1 b ($272 m) deal; part of 'Project Baynunah';produced under licence in United Arab Emirates,107.25,214.5,214.5;;;;;;;;;;;
UAE,France,2003,,4,,Baynunah,corvette,1,,2015,New,$500-545 m 'Project Baynunah' (incl $205 m for French shipyard);incl 3 produced under licence in United Arab Emirates,107.25,429,107.25;;;;;;;;;;;;;
UAE,France,2021,,2,,A-330 MRTT,tanker/transport aircraft,1,?,2024,New,$670 m deal;delivered via Spain,98,196,98;;;;;;;;;;;;;
UAE,France,2019,?,30,?,MM-40-3 Exocet,anti-ship/land-attack missile,30,?,2023;2024,New,For Gowind-2500 frigates,1,30,30;;;;;;;;;;;;;
UAE,France,2006,,150,?,MM-40-3 Exocet,anti-ship/land-attack missile,75,?,2015;2016;2017,New,Part of EUR400 m deal;for Baynunah corvettes and probably for Abu Dhabi frigate and Falaj-2 covettes,1,150,75;;;;;;;;;;;
UAE,France,2013,,17,,Ground Master-200,air-search radar,17,?,2015;2016;2017,New,$396 m deal,10,170,170;;;;;;;;;;;;
UAE,France,2023,,,,MU-90 IMPACT,anti-submarine torpedo,24,?,2023;2024,New,For Gowind frigates,0.5,0,12;;;;;;;;;;;;;
UAE,France,2015,,2,,Helios-2,surveillance satellite,1,,2020,New,EUR700 m deal;Falcon Eye or Pleiades version,50,100,50;;;;;;;;;;;;;
UAE,France,2019,,2,,Gowind-2500,frigate,2,,2023;2024,New,EUR750 m deal;option on 2 more;UAE designation Bani Yas,211,422,422;;;;;;;;;;;
UAE,France,2018,?,50,?,MICA,long-range air-to-air missile,50,?,2023;2024,New,MICA-NG version;for Gowind-2500 frigates,0.4,20,20;;;;;;;;;;;;
Uganda,France,2015,,31,?,Bastion,armoured personnel carrier,31,?,2017,New,Incl at least 17 to 19 financed by USA;incl for use with AMISOM in Somalia,0.16,4.96,4.96;;;;;;;;;;;;;
Ukraine,France,2022,,4,,M-270 MLRS 227mm,multiple rocket launcher,4,?,2022;2023,Second hand,Second-hand;aid after 2022 Russian invasion of Ukraine;LRU version,0.48,1.92,1.92;;;;;;;;;;;
Ukraine,France,2022,,6,,TR-F-1 155mm,towed gun,6,?,2022,Second hand,Second-hand;aid after 2022 Russian invasion of Ukraine,0.38,2.28,2.28;;;;;;;;;;;;;
Ukraine,France,2018,,14,?,AS-350/AS-550 Fennec,light helicopter,2,?,2023,New,Part of EUR555 m deal for 24 for non-military border guard role but 14 for military role after 2022 Russian invasion of Ukraine;H125 version,0.9,12.6,1.8;;;;;;;;;;;;;
Ukraine,France,2022,,18,,CAESAR 155mm,self-propelled gun,18,,2022,Second hand,Second-hand;aid after 2022 Russian invasion of Ukraine,0.44,7.92,7.92;;;;;;;;;;;;;
Ukraine,France,2022,,50,?,VT-1,SAM,50,?,2022,Second hand,Second-hand; aid;for Crotale-NG SAM systems,0.06,3,3;;;;;;;;;;;;
Ukraine,France,2022,,378,?,VAB-VTT,armoured personnel carrier,378,,2022;2023;2024,Second hand,Second-hand;aid after 2022 Russian invasion of Ukraine;incl ambulance version,0.12,45.36,45.36;;;;;;;;;;
Ukraine,France,2022,,2,,Crotale-NG,SAM system,2,,2022,Second hand,Second-hand;aid after 2022 Russian invasion of Ukraine,4,8,8;;;;;;;;;;;;;
Ukraine,France,2023,?,600,?,AASM Hammer,air-to-surface missile,600,?,2024,Second hand,Second-hand;aid after 2022 Russian invasion of Ukraine,0.08,48,48;;;;;;;;;;;;;
Ukraine,France,2023,,90,?,Storm Shadow/SCALP-EG,air-to-surface missile,90,?,2023;2024,Second hand,Second-hand;aid after 2022 Russian invasion of Ukraine,0.26,23.04,23.04;;;;;;;;;;;;
Ukraine,France,2023,,6,,CAESAR 155mm,self-propelled gun,6,?,2024,New,,1.1,6.6,6.6;;;;;;;;;;;;;;
Ukraine,France,2023,,12,,CAESAR 155mm,self-propelled gun,12,,2023,Second hand,Second-hand;aid after 2022 Russian invasion of Ukraine,0.44,5.28,5.28;;;;;;;;;;;;;
Ukraine,France,2024,?,60,,CAESAR 155mm,self-propelled gun,13,?,2024,New,Financed by aid from other states (incl Denmark;Belgium and Luxemburg),1.1,66,14.3;;;;;;;;;;;;;
Ukraine,France,2023,?,12,,CAESAR 155mm,self-propelled gun,12,?,2024,New,Aid after 2022 Russian invasion of Ukraine,1.1,13.2,13.2;;;;;;;;;;;;;;
Ukraine,France,2020,,20,,FPB-98,patrol boat,17,?,2023;2024,New,EUR137 m deal (incl 5 years support;85% financed with French loans); for border guard;FPB-98 Mk-1 version;incl 5 produced under licence in Ukraine,6.5,130,110.5;;;;;;;;;
Ukraine,France,2018,,5,?,H725 Caracal,transport helicopter,5,?,2018;2019;2021;2022,Second hand,Second-hand (but modernized before delivery in Romania);H225 version,3.2,16,16;;;;;;;;;;
Ukraine,France,2022,,10,,MO-120-RT 120mm,mortar,10,,2022,Second hand,Second-hand;aid after 2022 Russian invasion of Ukraine;designation uncertain (reported as '120mm mortar'),0.12,1.2,1.2;;;;;;;;;;;;
Ukraine,France,2022,?,19,,CAESAR 155mm,self-propelled gun,19,,2023,New,CAESAR-2 version;originally ordered by Denmark but supplied to Ukraine after 2022 Russian invasion of Ukraine;financed by aid from Denmark,1.07,20.33,20.33;;;;;;;;;;;;
Ukraine,France,2022,,,,MILAN,anti-tank missile,230,?,2022;2024,Second hand,Second-hand;aid after 2022 Russian invasion of Ukraine,0,0,0.92;;;;;;;;;;;;
Ukraine,France,2023,,2,,Ground Master-200,air-search radar,1,?,2023,New,,10,20,10;;;;;;;;;;;;;;
Ukraine,France,2022,,56,,AMX-10RC,armoured car,56,,2023;2024,Second hand,Second-hand;aid after 2022 Russian invasion of Ukraine;AMX-10RCR version,0.48,26.88,26.88;;;;;;;;;;;
Ukraine,France,2022,,1,,SAMP/T,ABM/SAM system,1,,2023,Second hand,Probably second-hand;aid after 2022 Russian invasion of Ukraine (in cooperation with Italy;incl delivery of launchers from Italy),22,22,22;;;;;;;;;;;;
Ukraine,France,2022,,50,?,FGM-148 Javelin,anti-tank missile,50,?,2022,Second hand,Second-hand;aid after Russian invasion of Ukraine,0.01,0.6,0.6;;;;;;;;;;;;;
Ukraine,France,2022,,,?,Mistral,portable SAM,100,?,2022;2024,Second hand,Second-hand;aid after 2022 Russian invasion of Ukraine,0.04,0,3.6;;;;;;;;;;;;
Ukraine,France,2024,,25,?,ASTER-30,SAM,25,?,2024,Second hand,Aid after 2022 Russian invasion of Ukraine;for SAMP/T SAM system delivered by France in cooperation with Italy,0.4,10,10;;;;;;;;;;;;;
United Kingdom,France,2023,,1,,I-Master,maritime patrol aircraft radar,1,,2024,New,For 1 Camcopter drone from Austria,2.5,2.5,2.5;;;;;;;;;;;;;;
United Kingdom,France,2013,,28,,FLASH,anti-submarine sonar,28,?,2015;2016,New,For 28 AW-159 Wildcat anti-submarine helicopters produced in United Kingdom,2,56,56;;;;;;;;;;;;;
United States,France,2023,,14,,KC-135 Stratotanker,tanker/transport aircraft,11,?,2024,Second hand,Second-hand; owned and operated by US company and leased per hour to US armed forces;KC-135FR and KC-135RG version,24,336,264;;;;;;;;;;;;
United States,France,2017,,141,?,Atar-9,turbojet,141,?,2019;2020,Second hand,Probably second-hand;spares for Mirage F-1C combat aircraft;part of EUR300 m deal for 63 Mirage F-1C for US company for training of US armed forces,0.6,84.6,84.6;;;;;;;;;;;
United States,France,2002,,278,?,FLASH,anti-submarine sonar,101,?,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,New,AQS-22 ALFS version for 281 MH-60R anti-submarine helicopters produced in USA;produced under licence in USA,2,556,202;;;
United States,France,2017,,45,?,Mirage F-1C,FGA aircraft,45,?,2019;2020;2021;2022;2023,Second hand,Second-hand (some 18 more delivered for spare parts);EUR300 m deal;for US company for training of US armed forces,6.4,288,288;;;;;;;;
United States,France,1996,?,104,?,ship engine,ship engine,20,,2014;2016;2017;2022;2024,New,Colt-Pielstick PC-2.5 (10400hp) diesel engine for 26 San Antonio amphibious assault ships produced in USA;produced under licence in USA,3,312,60;;;;;;;;;
United States,France,2004,,34,?,ship engine,ship engine,28,,2015;2016;2017;2018;2019;2020;2022;2023;2024,New,Semt-Pielstick 16PA6B (9100hp) diesel engine;for 16 LCS-1 (Freedom) frigates produced in USA and refit of a LCS-1;produced under licence in USA,3,102,84;;;;
unknown recipient(s),France,2016,?,1,?,BlueWatcher,anti-submarine sonar,1,?,2020,New,For unidentified state in Asia,2,2,2;;;;;;;;;;;;;;
Uruguay,France,2013,?,1,?,AS365/AS565 Panther,helicopter,1,?,2014,New,For SAR,3.25,3.25,3.25;;;;;;;;;;;;;;
Uzbekistan,France,2018,,8,?,AS-532 Cougar,transport helicopter,8,?,2019;2021;2022;2023,New,Armed H215M version,7.25,58,58;;;;;;;;;;;
Uzbekistan,France,2013,,8,,AS-532 Cougar,transport helicopter,8,?,2015;2016,New,H215M version,7.25,58,58;;;;;;;;;;;;;
Uzbekistan,France,2013,,8,?,AS-350/AS-550 Fennec,light helicopter,8,?,2014;2016,New,AS-350B3 (H-125M) version,0.9,7.2,7.2;;;;;;;;;;;;;
